avg_monthly_hrs,department,filed_complaint,last_evaluation,n_projects,recently_promoted,salary,satisfaction,tenure,status
135,engineering,0,0.84,5,0,low,0.875,3,Employed
205,sales,0,0.485,5,0,medium,0.78,3,Employed
162,sales,0,0.595,3,0,medium,0.874,7,Employed
233,product,0,0.555,4,0,low,0.819,2,Employed
210,engineering,1,0.627,4,0,low,0.55,3,Employed
174,engineering,1,0.942,5,0,low,0.918,3,Employed
227,sales,1,0.813,5,0,medium,0.794,5,Left
146,sales,0,0.57,2,0,medium,0.435,3,Left
183,admin,0,0.931,4,0,low,0.287,4,Employed
214,support,1,0.95,4,0,medium,0.426,6,Employed
141,engineering,1,0.461,4,0,low,0.82,3,Employed
271,support,0,0.845,6,0,low,0.83,3,Employed
143,sales,0,0.661,3,0,medium,0.679,3,Employed
113,sales,0,0.878,5,0,medium,0.679,3,Employed
139,sales,0,0.73,4,0,medium,0.81,2,Employed
151,sales,0,0.73,4,0,medium,0.951,3,Employed
210,sales,0,0.73,3,0,low,0.674,2,Employed
143,support,0,0.73,5,0,low,0.98,3,Employed
156,sales,0,0.785,3,0,medium,0.642,2,Employed
247,management,0,0.695,6,0,low,0.751,3,Employed
267,support,0,0.76,4,0,low,0.555,4,Employed
146,support,0,0.948,5,0,low,0.691,3,Employed
137,engineering,0,0.92,4,0,low,0.917,2,Employed
256,marketing,0,0.767,3,0,low,0.961,3,Employed
200,support,0,0.62,4,1,medium,0.461,2,Employed
148,engineering,0,0.64,3,0,low,0.698,2,Employed
149,product,0,0.924,4,0,medium,0.76,2,Employed
211,sales,0,0.779,3,0,low,0.9,4,Employed
156,sales,0,0.51,3,0,low,0.453,2,Employed
136,sales,0,0.664,4,0,medium,0.577,2,Employed
180,marketing,0,0.543,4,0,medium,0.733,3,Employed
143,engineering,0,0.86,5,1,low,0.483,4,Employed
181,sales,0,0.696,3,0,low,1,3,Employed
203,engineering,0,0.527,5,0,low,0.887,6,Employed
195,marketing,0,0.968,3,0,medium,0.891,2,Employed
128,support,0,0.475,2,0,low,0.48,3,Left
263,marketing,0,0.576,3,0,low,0.9,3,Employed
175,IT,0,0.73,3,0,low,0.959,3,Employed
237,engineering,0,0.525,3,0,medium,0.547,2,Employed
224,support,1,0.573,4,0,medium,0.726,4,Employed
219,"",0,0.73,4,0,medium,0.568,3,Employed
178,management,0,0.73,5,0,low,0.694,2,Employed
257,marketing,0,0.589,3,0,medium,0.597,6,Employed
152,sales,0,0.54,2,0,medium,0.42,3,Left
175,engineering,1,0.825,5,0,medium,0.697,6,Employed
169,support,0,0.922,4,0,medium,0.667,4,Employed
176,finance,0,0.572,3,0,high,0.88,3,Employed
272,support,0,0.953,4,0,low,0.498,2,Employed
225,engineering,0,0.73,3,0,high,1,2,Employed
169,marketing,0,0.556,3,0,low,0.542,4,Employed
182,engineering,0,0.595,4,0,low,0.56,3,Employed
129,engineering,0,0.449,2,0,medium,0.383,3,Left
211,finance,0,0.853,4,0,medium,0.798,8,Employed
155,sales,1,0.69,3,0,medium,0.693,3,Employed
139,IT,0,0.527,5,0,low,0.187,6,Employed
264,marketing,0,0.994,4,0,low,0.893,5,Left
169,support,0,1,3,0,medium,0.585,2,Employed
154,sales,0,0.877,3,0,low,0.695,2,Employed
212,sales,1,0.63,4,0,medium,0.613,3,Employed
131,"",1,0.73,2,0,medium,0.326,3,Left
240,finance,0,0.929,4,0,low,0.767,4,Employed
251,support,0,0.536,4,0,low,0.539,2,Employed
216,information_technology,0,0.68,4,0,medium,0.956,4,Employed
237,engineering,0,0.577,3,0,high,0.624,2,Employed
147,sales,0,0.73,2,0,low,0.475,3,Left
140,sales,0,0.623,5,1,high,0.647,4,Employed
245,finance,0,0.751,3,0,medium,0.874,10,Employed
170,finance,0,0.593,4,0,low,0.634,3,Employed
300,management,0,0.98,7,0,medium,0.166,4,Left
152,support,0,0.773,6,0,low,0.183,2,Left
268,sales,0,0.761,3,0,low,0.847,3,Employed
259,sales,0,0.54,4,0,low,0.742,2,Employed
257,management,1,0.777,3,0,low,0.89,4,Employed
218,engineering,0,0.972,3,0,medium,0.67,2,Employed
249,engineering,0,0.836,5,0,medium,0.52,4,Left
138,finance,0,0.82,4,0,medium,0.492,3,Left
250,support,0,0.464,2,0,low,0.985,5,Employed
132,support,0,0.73,4,0,medium,0.788,3,Employed
212,engineering,0,0.632,3,0,medium,0.528,2,Employed
171,IT,0,0.58,3,0,medium,0.571,3,Employed
139,sales,0,0.637,2,0,medium,0.711,8,Employed
271,finance,0,0.645,4,0,low,0.968,3,Employed
256,product,0,0.687,5,0,low,0.873,7,Employed
198,sales,0,0.528,3,0,low,0.86,3,Employed
274,IT,0,0.73,3,0,low,0.89,3,Employed
136,sales,0,0.688,4,0,medium,0.685,2,Employed
260,engineering,0,0.587,5,0,medium,0.66,3,Employed
244,sales,0,0.878,4,0,low,0.17,5,Employed
274,management,0,0.581,5,0,medium,0.629,3,Employed
245,sales,1,0.85,4,0,low,0.771,5,Left
180,sales,0,0.73,4,0,medium,0.456,3,Employed
195,sales,0,0.68,3,0,high,0.737,3,Employed
136,sales,0,0.535,2,0,low,0.488,3,Left
244,marketing,0,0.787,6,0,low,0.114,4,Left
224,sales,0,0.798,4,1,medium,0.763,3,Employed
258,sales,1,0.985,2,0,medium,0.57,3,Employed
240,"",1,0.883,6,0,low,0.265,3,Employed
150,support,0,0.543,2,0,low,0.485,3,Left
147,finance,0,0.794,3,0,medium,1,8,Employed
204,finance,0,0.951,2,0,low,0.526,10,Employed
135,IT,0,0.926,4,0,medium,0.939,3,Employed
208,marketing,0,0.679,4,0,medium,0.552,2,Employed
141,product,0,0.529,2,0,medium,0.49,3,Left
229,support,1,0.645,3,0,low,0.873,2,Employed
269,management,0,0.578,3,0,low,0.822,2,Employed
255,information_technology,0,0.67,3,0,low,0.678,5,Employed
175,sales,0,0.415,6,0,low,0.255,3,Employed
137,marketing,0,0.499,2,0,medium,0.432,3,Left
208,"",1,0.859,5,0,medium,0.91,2,Employed
167,marketing,0,0.78,5,0,medium,0.152,7,Employed
244,IT,0,0.926,6,0,medium,0.62,5,Left
223,sales,0,0.838,5,0,low,0.738,5,Left
244,IT,0,0.931,6,0,medium,0.9,5,Left
181,support,0,0.91,3,0,low,0.693,3,Employed
164,engineering,0,0.839,4,0,high,0.757,3,Employed
232,finance,0,0.754,3,0,high,0.547,2,Employed
160,sales,1,0.486,4,0,medium,0.848,2,Employed
160,finance,0,0.543,2,0,low,0.398,3,Left
255,sales,1,0.459,6,0,medium,0.891,6,Employed
281,"",0,0.574,4,0,medium,0.535,6,Left
73,temp,0,0.73,1,0,low,0.669,3,Employed
131,finance,0,0.539,2,0,medium,0.488,3,Left
131,temp,0,0.73,2,0,medium,0.669,3,Employed
174,engineering,0,0.482,6,0,low,0.414,5,Employed
266,support,0,0.762,4,0,low,0.633,2,Employed
205,engineering,0,0.574,3,0,medium,0.597,2,Employed
174,sales,0,0.743,4,0,medium,0.467,3,Employed
157,IT,0,0.592,4,0,medium,0.521,3,Employed
231,engineering,0,0.694,6,0,medium,0.86,4,Employed
217,sales,0,0.667,5,0,medium,0.961,3,Employed
210,product,0,0.954,4,0,low,0.67,3,Employed
242,sales,0,0.614,4,0,low,0.814,2,Employed
249,engineering,0,0.814,5,0,low,0.714,5,Left
128,sales,0,0.499,2,0,medium,0.424,3,Left
301,marketing,0,0.921,7,0,low,0.59,4,Left
226,marketing,0,0.73,4,0,low,0.428,3,Employed
148,IT,0,0.788,2,0,low,0.938,2,Employed
210,sales,0,0.928,4,0,medium,0.845,2,Employed
309,sales,0,0.876,6,0,medium,0.12,4,Left
146,engineering,1,0.72,3,0,high,0.86,5,Employed
237,sales,0,0.85,5,0,medium,0.745,5,Left
188,marketing,0,0.85,3,0,medium,0.51,6,Employed
134,support,1,0.838,5,0,low,0.777,2,Employed
208,support,1,0.73,3,0,medium,0.616,3,Employed
139,engineering,0,0.366,2,0,medium,0.457,4,Employed
190,admin,0,0.667,4,0,medium,0.89,3,Employed
171,finance,0,0.527,2,0,medium,0.422,3,Employed
170,marketing,1,0.78,5,0,medium,0.462,3,Employed
162,IT,0,0.573,3,0,medium,0.855,2,Employed
186,finance,0,0.748,3,0,medium,0.419,2,Employed
140,IT,0,0.73,2,0,low,0.875,3,Employed
206,engineering,0,0.851,3,0,low,0.567,2,Employed
128,temp,1,0.73,1,0,low,0.669,3,Employed
159,information_technology,1,0.821,2,0,low,0.217,6,Employed
226,management,0,0.533,6,0,medium,0.372,6,Employed
151,sales,0,0.663,5,0,medium,0.716,3,Employed
135,support,0,0.546,2,0,low,0.352,3,Left
147,sales,0,0.673,3,0,medium,0.738,2,Employed
135,support,0,0.721,3,0,medium,0.72,2,Employed
151,procurement,0,0.963,3,0,medium,0.568,3,Employed
154,support,0,0.592,2,0,low,0.38,3,Left
182,IT,1,0.82,5,0,low,0.619,2,Employed
133,engineering,0,0.85,7,0,low,0.324,5,Left
136,product,0,0.73,2,0,medium,0.451,3,Left
241,support,1,0.73,5,0,medium,0.629,3,Employed
158,support,0,0.472,3,0,medium,0.567,2,Employed
271,sales,0,0.892,5,0,low,0.179,4,Left
286,engineering,0,0.73,3,0,medium,0.733,3,Employed
239,sales,0,0.518,3,0,medium,0.587,2,Employed
219,finance,0,0.636,3,0,low,0.683,2,Employed
223,sales,0,0.912,4,0,medium,0.758,5,Employed
258,management,0,0.843,6,0,low,0.112,4,Left
155,IT,0,0.538,2,0,low,0.48,3,Left
243,support,1,0.73,5,0,low,0.677,3,Employed
142,engineering,0,0.631,3,0,medium,0.964,3,Employed
206,product,0,0.94,4,0,medium,0.599,3,Employed
265,sales,0,0.461,3,0,medium,0.722,3,Employed
244,sales,0,0.72,4,0,low,0.632,4,Employed
209,sales,1,0.58,6,0,low,0.246,5,Employed
269,engineering,1,0.793,3,0,medium,0.717,2,Employed
78,temp,0,0.73,1,0,medium,0.669,3,Employed
259,support,0,0.455,4,0,medium,0.858,2,Employed
207,sales,0,0.947,3,0,low,0.679,3,Employed
143,support,0,0.616,4,0,medium,0.685,3,Employed
260,engineering,0,0.896,5,0,low,0.549,4,Employed
111,procurement,0,0.754,5,1,medium,0.921,4,Employed
206,sales,0,0.73,5,0,low,0.683,3,Employed
254,support,0,0.948,5,0,low,0.894,6,Left
247,sales,0,0.777,6,0,low,0.56,4,Left
154,marketing,0,0.759,4,0,medium,0.483,3,Employed
229,IT,0,0.87,4,0,medium,0.773,2,Employed
208,product,1,0.935,6,0,low,0.239,5,Employed
139,engineering,0,0.873,6,0,medium,0.395,6,Left
211,sales,0,0.475,3,0,medium,0.749,7,Employed
146,sales,0,0.617,6,0,low,0.65,3,Employed
295,product,0,0.814,6,0,medium,0.138,4,Left
245,management,0,0.579,4,0,low,0.717,2,Employed
176,sales,1,0.488,4,0,low,0.186,4,Employed
200,engineering,0,0.73,5,0,low,0.776,2,Employed
270,management,0,0.864,5,0,low,0.83,2,Employed
182,finance,0,0.796,6,0,low,0.24,3,Employed
179,marketing,0,0.43,4,0,low,0.584,3,Employed
232,sales,0,0.871,5,0,low,0.188,3,Left
279,"",0,0.892,3,0,medium,0.83,6,Employed
249,IT,0,0.983,4,0,low,0.89,5,Left
104,product,0,0.58,6,0,medium,0.487,4,Employed
123,finance,1,0.549,2,0,low,0.558,4,Employed
170,IT,0,0.741,2,0,low,0.651,5,Employed
164,support,0,0.827,2,0,low,0.512,5,Left
253,support,0,0.668,4,0,high,0.978,3,Employed
275,product,0,0.454,3,0,low,0.64,2,Employed
237,support,0,0.75,5,1,medium,0.598,2,Employed
161,marketing,0,0.73,4,0,low,0.829,3,Employed
172,support,0,0.878,4,0,medium,0.52,2,Employed
243,information_technology,0,1,4,0,low,0.738,5,Left
244,IT,0,0.931,6,0,medium,0.126,5,Left
129,product,0,0.528,2,0,low,0.436,3,Left
146,product,0,0.844,4,0,medium,0.596,2,Employed
239,sales,0,0.512,3,0,medium,0.55,2,Employed
147,"",0,0.562,4,0,low,0.578,2,Employed
234,sales,0,0.94,4,0,low,0.812,5,Left
234,sales,0,0.563,3,0,medium,0.518,3,Employed
158,information_technology,1,0.59,3,0,low,0.71,2,Employed
185,sales,0,0.728,3,0,medium,1,3,Employed
210,engineering,1,0.453,5,0,medium,0.527,4,Employed
218,engineering,0,0.457,6,0,low,0.161,6,Employed
253,support,0,0.986,4,0,medium,1,3,Employed
185,product,0,0.854,3,0,low,0.722,4,Employed
204,admin,0,0.74,3,0,medium,0.636,3,Employed
228,sales,0,0.912,3,0,low,0.664,2,Employed
217,information_technology,0,0.64,4,0,medium,0.925,4,Employed
201,finance,0,0.879,2,0,high,0.866,3,Employed
157,sales,0,0.958,4,0,medium,0.76,2,Employed
185,sales,0,0.975,3,0,low,0.539,2,Employed
217,IT,1,0.456,3,0,low,0.91,2,Employed
111,temp,0,0.73,2,0,low,0.669,3,Employed
144,management,0,0.946,4,0,medium,0.485,8,Employed
100,temp,1,0.73,1,0,medium,0.669,3,Employed
280,"",0,0.717,4,0,low,0.228,5,Employed
239,"",0,0.829,5,0,medium,0.724,3,Employed
252,sales,0,0.755,4,0,low,0.655,2,Employed
214,sales,0,0.564,4,0,low,0.974,2,Employed
178,sales,1,0.73,6,0,medium,0.227,3,Employed
238,information_technology,0,0.773,3,0,medium,0.577,3,Employed
200,IT,0,0.83,4,0,low,0.67,4,Employed
264,engineering,0,0.96,4,0,low,0.88,4,Employed
178,"",0,0.694,4,0,high,0.839,2,Employed
209,support,0,0.73,3,0,medium,0.976,2,Employed
157,procurement,0,0.773,3,0,medium,0.739,3,Employed
263,IT,0,0.618,5,0,medium,0.774,8,Employed
140,marketing,0,0.912,3,0,medium,0.552,3,Employed
249,support,0,0.731,4,0,medium,0.493,4,Employed
258,management,0,0.784,4,0,high,0.688,3,Employed
310,finance,0,0.955,6,0,medium,0.67,4,Left
158,sales,0,0.552,5,0,low,0.929,3,Employed
224,sales,0,0.626,5,0,low,0.614,3,Employed
272,product,0,0.99,6,0,medium,0.154,4,Left
209,"",1,0.63,5,0,high,0.599,2,Employed
200,engineering,0,0.898,4,0,medium,0.937,4,Employed
186,sales,0,0.73,2,0,medium,0.829,2,Employed
181,finance,0,0.73,4,0,low,0.887,2,Employed
184,IT,0,0.994,4,0,low,0.86,3,Employed
225,engineering,0,0.95,4,0,low,0.534,2,Employed
157,sales,0,0.944,4,0,medium,0.754,2,Employed
140,sales,0,0.553,2,0,low,0.386,3,Left
244,"",0,0.866,6,0,medium,0.91,4,Left
114,sales,0,0.495,3,0,high,0.632,3,Employed
185,procurement,0,0.784,4,0,medium,0.944,3,Employed
255,"",0,0.649,4,0,medium,0.563,3,Employed
307,support,0,0.897,7,0,low,0.154,4,Left
129,"",0,0.58,2,0,low,0.485,3,Left
169,sales,0,0.73,4,0,high,0.653,2,Employed
170,sales,0,0.678,2,0,low,0.458,8,Employed
219,engineering,0,0.916,4,0,low,0.785,2,Employed
142,engineering,0,0.4,2,0,low,0.369,3,Left
172,management,0,0.94,3,0,medium,0.586,3,Employed
152,"",0,0.773,5,0,high,0.926,3,Employed
195,support,0,0.481,5,0,low,0.885,5,Employed
214,sales,1,0.353,6,0,low,0.958,5,Employed
238,admin,0,0.91,5,0,medium,0.284,6,Employed
198,IT,0,0.74,5,0,medium,0.878,4,Employed
237,product,0,0.66,5,0,low,0.936,4,Employed
155,management,0,0.469,2,0,low,0.351,3,Left
296,engineering,0,0.937,6,0,low,0.146,4,Left
215,management,0,0.469,5,0,high,0.934,7,Employed
141,marketing,0,0.73,2,0,medium,0.443,3,Left
217,sales,0,0.846,4,0,medium,0.231,5,Employed
158,engineering,0,0.528,4,0,medium,0.549,2,Employed
238,sales,0,0.559,5,0,medium,0.93,2,Employed
157,sales,0,0.6,3,0,high,0.637,2,Employed
146,sales,0,0.544,2,0,medium,0.376,3,Left
141,sales,0,0.538,3,0,low,0.611,3,Employed
211,product,0,0.597,4,0,medium,0.778,2,Employed
114,engineering,0,0.822,2,0,high,0.394,5,Employed
256,engineering,0,0.73,3,0,low,0.672,3,Employed
259,marketing,1,0.726,3,0,high,0.24,8,Employed
172,sales,0,0.961,5,0,medium,0.779,3,Employed
301,support,0,0.556,3,0,low,0.24,3,Left
280,product,0,0.85,5,0,medium,0.187,4,Employed
179,support,0,0.364,2,1,low,0.662,5,Employed
102,engineering,0,0.497,2,0,low,0.683,6,Employed
202,engineering,0,0.563,3,0,medium,0.678,2,Employed
269,management,0,0.759,5,0,low,0.641,2,Employed
214,support,0,0.766,3,0,medium,0.824,3,Employed
139,marketing,0,0.534,2,0,low,0.385,3,Left
170,product,0,0.73,5,0,low,0.796,3,Employed
157,marketing,1,0.75,5,0,medium,0.915,4,Employed
143,IT,0,0.439,3,0,medium,0.311,4,Employed
147,sales,0,0.494,2,0,medium,0.48,3,Left
149,support,0,0.918,3,0,low,0.765,2,Employed
136,temp,1,0.73,2,0,low,0.669,3,Employed
224,finance,0,0.499,7,0,medium,0.291,5,Left
251,admin,0,0.73,3,0,low,0.889,3,Employed
172,engineering,0,0.529,4,0,low,0.59,2,Employed
220,support,0,0.76,6,0,medium,0.198,3,Employed
153,sales,0,0.41,2,0,low,0.374,3,Left
271,sales,0,0.642,3,0,low,0.419,4,Left
282,support,1,0.461,4,0,low,0.24,4,Employed
149,engineering,0,0.731,5,0,medium,0.756,2,Employed
262,"",0,0.84,6,0,low,0.148,4,Left
284,admin,0,0.641,5,0,low,0.254,6,Employed
133,product,1,0.859,3,0,low,0.542,2,Employed
211,marketing,0,1,4,1,low,1,2,Employed
129,IT,0,0.52,2,0,low,0.383,3,Left
107,"",1,0.471,6,0,low,0.64,2,Employed
168,sales,0,0.551,3,0,high,0.716,2,Employed
277,support,0,0.679,5,0,medium,0.89,3,Employed
154,management,0,0.73,2,0,low,0.391,3,Left
150,sales,0,0.522,2,0,low,0.46,3,Left
148,management,0,0.73,4,0,high,0.715,3,Employed
246,"",0,0.851,6,0,medium,0.78,4,Left
194,product,0,0.73,3,0,low,0.87,3,Employed
205,engineering,0,0.696,6,0,low,0.323,3,Employed
130,support,0,0.556,2,0,high,0.479,3,Left
180,support,0,0.454,2,0,low,0.9,3,Employed
261,engineering,0,0.788,4,0,medium,0.744,3,Employed
186,sales,0,0.589,5,0,medium,0.86,2,Employed
195,IT,0,0.546,3,0,medium,0.95,3,Employed
177,engineering,0,0.869,3,0,low,1,4,Employed
138,IT,0,0.877,5,0,medium,0.95,2,Employed
245,sales,1,0.861,2,1,medium,0.655,2,Employed
158,"",0,0.482,2,0,low,0.42,3,Left
134,marketing,0,0.531,5,1,medium,0.39,2,Employed
245,"",0,0.484,4,0,low,0.81,3,Employed
183,sales,0,0.653,3,0,medium,0.556,2,Employed
213,support,0,0.557,3,0,high,0.16,4,Employed
196,IT,0,0.771,4,0,low,0.713,2,Employed
157,sales,0,0.498,2,0,low,0.428,3,Left
134,engineering,1,0.73,3,0,medium,0.894,2,Employed
229,engineering,1,0.561,3,0,medium,0.371,6,Employed
138,engineering,0,0.475,2,0,low,0.348,3,Left
204,"",0,0.773,2,0,high,0.598,4,Employed
163,"",0,0.71,4,1,medium,0.55,8,Employed
244,engineering,0,0.92,5,0,low,0.72,5,Left
173,support,0,0.792,3,0,medium,0.352,5,Employed
145,"",0,0.615,5,0,medium,0.397,5,Employed
231,engineering,0,0.557,4,0,medium,0.937,4,Employed
221,product,0,0.724,4,0,low,0.788,4,Employed
259,sales,0,0.73,4,0,medium,0.986,2,Employed
222,engineering,0,0.871,6,0,low,0.232,8,Employed
152,finance,0,0.95,3,0,low,0.88,3,Employed
242,support,0,0.91,5,0,medium,0.82,5,Left
136,sales,0,0.481,2,0,medium,0.42,3,Left
195,sales,0,0.882,3,0,medium,0.574,3,Employed
249,procurement,0,0.73,3,0,medium,0.842,3,Employed
156,sales,0,0.555,2,0,medium,0.49,3,Left
254,sales,0,0.759,3,0,medium,0.529,2,Employed
238,engineering,0,0.899,4,0,low,0.682,2,Employed
174,sales,0,0.73,4,0,low,0.524,3,Employed
249,engineering,0,0.66,4,0,medium,0.861,5,Employed
228,sales,0,0.915,5,0,high,0.771,5,Left
285,IT,0,0.932,7,0,low,0.74,4,Left
152,IT,0,0.476,2,0,medium,0.495,2,Employed
226,finance,0,0.96,3,0,medium,0.784,2,Employed
217,engineering,0,0.776,4,0,low,0.829,2,Employed
166,support,1,0.631,4,0,low,0.542,3,Employed
181,support,1,0.958,3,0,high,0.547,3,Employed
145,engineering,0,0.46,2,0,low,0.524,3,Employed
216,finance,0,0.599,4,0,low,0.762,3,Employed
199,sales,0,0.762,4,0,low,0.471,3,Employed
268,sales,0,0.983,5,0,low,0.557,4,Employed
149,product,0,0.526,2,0,high,0.51,3,Left
257,IT,1,0.73,3,0,low,0.74,3,Employed
177,support,0,0.594,4,0,low,0.764,2,Employed
143,engineering,0,0.597,2,0,medium,0.423,3,Left
233,"",0,0.624,6,0,medium,0.687,6,Employed
181,sales,1,0.691,3,0,medium,0.84,2,Employed
264,engineering,0,0.822,6,0,low,0.16,4,Left
180,sales,0,0.831,3,0,medium,0.769,7,Employed
218,sales,0,0.73,4,0,high,1,2,Employed
211,finance,0,0.73,2,0,medium,0.874,2,Employed
198,sales,0,0.862,4,0,low,0.781,2,Employed
219,sales,0,0.834,5,0,low,0.845,5,Left
216,sales,0,1,4,0,low,0.738,2,Employed
300,support,1,0.849,6,0,low,0.17,5,Left
148,sales,0,0.895,6,0,low,0.776,4,Employed
182,sales,0,0.478,4,0,medium,0.555,2,Employed
191,product,1,0.668,4,0,high,1,3,Employed
161,sales,0,0.484,2,0,low,0.417,3,Left
129,sales,0,0.73,2,0,medium,0.45,3,Left
166,engineering,0,0.944,4,0,low,0.395,6,Employed
178,engineering,0,0.716,5,0,medium,0.451,6,Employed
260,sales,0,1,5,0,low,0.96,5,Left
240,sales,0,0.911,3,0,high,0.846,3,Employed
172,product,0,0.722,3,0,medium,0.619,6,Employed
80,temp,0,0.73,1,0,low,0.669,3,Employed
174,sales,0,0.567,5,0,medium,0.224,6,Employed
157,IT,0,0.496,2,0,low,0.44,3,Left
138,temp,0,0.73,2,0,medium,0.669,3,Employed
242,sales,0,0.898,3,0,medium,0.686,8,Employed
221,engineering,0,0.741,3,0,low,0.794,2,Employed
160,engineering,0,0.928,4,0,medium,0.626,2,Employed
139,engineering,0,0.449,2,0,low,0.46,3,Left
190,sales,0,0.523,6,0,medium,0.541,4,Employed
284,support,0,0.938,5,0,low,0.171,4,Employed
238,marketing,0,0.495,5,0,high,0.624,4,Employed
231,management,0,0.785,4,0,medium,0.797,2,Employed
245,engineering,1,0.88,4,1,low,0.663,3,Employed
274,finance,0,0.659,4,0,medium,0.72,4,Employed
185,engineering,1,0.73,3,0,high,0.67,2,Employed
231,IT,0,0.858,4,0,low,0.696,3,Employed
183,marketing,0,0.537,4,1,medium,0.481,2,Employed
180,sales,0,0.713,3,0,low,0.736,3,Employed
263,engineering,0,0.517,5,0,low,0.751,3,Employed
153,marketing,0,0.96,4,0,low,0.619,2,Employed
107,engineering,0,0.375,5,0,medium,0.761,4,Employed
168,sales,0,0.93,2,0,medium,0.872,2,Left
128,IT,0,0.425,2,0,low,0.454,3,Left
147,engineering,1,0.495,3,0,low,0.868,3,Employed
198,sales,0,0.5,5,0,low,0.912,3,Employed
130,sales,0,0.73,2,0,low,0.343,3,Left
220,management,0,0.73,3,0,medium,0.931,3,Employed
171,information_technology,0,0.841,3,0,medium,0.867,2,Employed
145,finance,0,0.514,2,0,medium,0.457,3,Left
276,sales,0,0.968,6,0,low,0.99,4,Left
101,product,1,0.754,3,0,medium,0.789,2,Employed
145,sales,1,0.73,4,1,medium,0.646,3,Employed
208,engineering,0,0.476,2,0,medium,0.84,4,Employed
224,IT,0,0.73,3,0,low,0.727,3,Employed
147,product,0,0.73,2,0,medium,0.52,3,Left
169,engineering,0,0.992,4,0,low,0.569,2,Employed
166,finance,1,0.511,4,0,high,0.955,3,Employed
151,sales,0,0.73,3,0,medium,0.916,3,Employed
159,"",0,0.73,2,0,high,0.518,3,Left
253,IT,0,0.954,4,0,low,0.924,3,Employed
261,"",0,0.745,4,0,medium,0.716,3,Employed
220,engineering,0,0.726,3,0,low,1,4,Employed
207,sales,0,0.876,4,0,low,0.859,10,Employed
182,sales,0,0.66,5,0,medium,0.676,3,Employed
261,finance,0,0.823,3,0,low,0.37,2,Employed
187,marketing,0,0.664,3,0,medium,0.27,4,Employed
144,support,1,0.688,3,0,high,0.645,10,Employed
207,engineering,0,0.959,2,0,medium,0.197,3,Employed
163,marketing,1,0.811,4,0,low,0.641,3,Employed
219,product,0,0.971,4,0,low,0.66,3,Employed
145,sales,0,0.783,5,0,medium,0.543,3,Employed
150,"",0,0.69,5,0,medium,0.258,5,Employed
123,sales,0,0.548,2,0,low,0.946,4,Employed
189,engineering,0,0.786,3,0,low,0.251,6,Employed
226,management,0,0.913,5,0,medium,0.845,5,Left
158,support,0,0.524,2,0,medium,0.451,3,Left
204,engineering,0,0.588,3,0,medium,0.557,3,Employed
185,management,1,0.766,4,0,high,0.643,10,Employed
212,engineering,0,0.541,4,0,low,0.87,3,Employed
222,"",0,0.737,3,0,low,0.88,3,Employed
154,product,1,0.525,2,0,medium,0.451,3,Left
135,sales,0,0.541,2,0,low,0.313,5,Left
247,marketing,0,0.928,3,0,low,0.98,4,Employed
192,sales,0,0.995,5,0,medium,0.637,7,Employed
220,engineering,0,0.98,2,0,low,0.693,3,Employed
155,finance,0,0.941,6,0,medium,0.371,2,Employed
228,sales,0,0.618,2,0,low,0.93,2,Employed
221,sales,0,0.548,5,0,low,0.122,3,Employed
241,sales,0,0.48,3,0,low,0.259,4,Employed
150,support,0,0.693,3,0,low,0.697,3,Employed
266,finance,0,0.73,3,0,low,0.886,3,Employed
166,"",0,0.55,4,0,low,0.85,3,Employed
192,engineering,0,0.469,2,0,low,0.426,2,Employed
198,management,1,0.622,3,0,medium,0.67,2,Employed
169,sales,0,0.922,5,0,medium,0.247,5,Employed
139,sales,0,0.713,4,0,low,0.91,3,Employed
228,support,0,0.652,4,0,low,0.493,3,Employed
267,finance,1,0.574,4,0,medium,0.774,3,Employed
173,support,0,0.734,5,0,medium,0.15,4,Employed
286,support,0,0.848,6,0,low,0.86,4,Left
123,engineering,0,0.511,2,0,medium,0.425,3,Employed
151,sales,0,0.73,2,0,medium,0.42,3,Left
181,IT,0,0.84,5,0,medium,0.424,5,Employed
137,information_technology,0,0.451,3,0,low,0.17,5,Employed
211,sales,0,0.825,3,0,medium,0.512,3,Employed
208,engineering,1,0.983,5,0,medium,0.753,4,Employed
258,engineering,0,0.963,4,0,high,0.812,3,Employed
148,support,0,0.649,4,0,low,0.724,2,Employed
177,sales,1,0.575,4,0,medium,0.755,4,Employed
202,engineering,0,0.989,3,0,medium,0.572,2,Employed
127,IT,0,0.511,2,0,low,0.429,3,Left
285,finance,0,0.621,5,0,low,0.217,5,Employed
189,support,0,0.514,4,0,low,0.49,3,Employed
259,sales,0,0.661,4,0,medium,0.533,2,Employed
268,finance,0,0.815,4,0,low,1,3,Employed
182,sales,0,0.822,5,0,high,0.396,5,Employed
246,marketing,1,0.556,4,0,medium,0.86,3,Employed
134,product,0,0.531,5,0,low,0.556,3,Employed
184,marketing,0,0.73,5,0,low,0.818,3,Employed
269,finance,0,0.932,6,0,medium,0.63,4,Left
286,product,0,0.814,7,0,low,0.78,4,Left
145,engineering,0,0.346,4,0,medium,0.629,5,Employed
169,"",0,0.832,3,0,low,0.754,3,Employed
238,sales,0,0.919,4,0,medium,0.91,5,Left
259,sales,1,0.788,4,0,medium,0.381,7,Employed
215,engineering,0,0.762,5,0,low,0.27,4,Employed
253,support,0,0.679,5,0,low,0.156,5,Employed
136,support,0,0.9,3,0,low,0.794,3,Employed
